qid,model,gold,pred,A,B,C,D,correct
36,mistralai/Ministral-8B-Instruct-2410,D,D,-4.52734375,-5.69921875,-5.80859375,-0.0254058837890625,True
37,mistralai/Ministral-8B-Instruct-2410,A,B,-1.6396484375,-0.74853515625,-1.6865234375,-1.9365234375,False
37,mistralai/Ministral-8B-Instruct-2410,B,D,-1.0498046875,-1.9716796875,-2.220703125,-0.9248046875,False
37,mistralai/Ministral-8B-Instruct-2410,C,A,-0.64501953125,-1.59765625,-2.23828125,-1.81640625,False
37,mistralai/Ministral-8B-Instruct-2410,D,B,-2.39453125,-0.42626953125,-1.7080078125,-2.64453125,False
38,mistralai/Ministral-8B-Instruct-2410,A,D,-1.4619140625,-5.0703125,-4.8515625,-0.2900390625,False
38,mistralai/Ministral-8B-Instruct-2410,B,D,-4.21484375,-1.185546875,-5.13671875,-0.404296875,False
38,mistralai/Ministral-8B-Instruct-2410,C,C,-2.912109375,-5.36328125,-0.06787109375,-5.56640625,True
38,mistralai/Ministral-8B-Instruct-2410,D,B,-4.15625,-0.5302734375,-4.796875,-0.9677734375,False
39,mistralai/Ministral-8B-Instruct-2410,A,A,-0.375,-3.1875,-1.359375,-4.609375,True
39,mistralai/Ministral-8B-Instruct-2410,B,B,-5.22265625,-0.020233154296875,-4.76953125,-5.69140625,True
39,mistralai/Ministral-8B-Instruct-2410,C,C,-4.2890625,-6.0390625,-0.0245513916015625,-5.1328125,True
39,mistralai/Ministral-8B-Instruct-2410,D,D,-4.41796875,-4.74609375,-5.99609375,-0.0275726318359375,True
40,mistralai/Ministral-8B-Instruct-2410,A,A,-0.72265625,-1.09765625,-2.03515625,-3.31640625,True
40,mistralai/Ministral-8B-Instruct-2410,B,B,-3.921875,-0.250732421875,-3.96875,-1.7353515625,True
40,mistralai/Ministral-8B-Instruct-2410,C,C,-2.240234375,-3.083984375,-0.1937255859375,-4.0703125,True
40,mistralai/Ministral-8B-Instruct-2410,D,D,-3.380859375,-3.193359375,-1.662109375,-0.318115234375,True
41,mistralai/Ministral-8B-Instruct-2410,A,D,-3.138671875,-2.544921875,-3.982421875,-0.155029296875,False
41,mistralai/Ministral-8B-Instruct-2410,B,D,-1.427734375,-1.255859375,-2.958984375,-0.865234375,False
41,mistralai/Ministral-8B-Instruct-2410,C,D,-1.9580078125,-3.00390625,-1.0673828125,-0.77001953125,False
41,mistralai/Ministral-8B-Instruct-2410,D,B,-1.2646484375,-1.1083984375,-1.7177734375,-1.5771484375,False
42,mistralai/Ministral-8B-Instruct-2410,A,A,-0.498046875,-1.607421875,-3.013671875,-1.982421875,True
42,mistralai/Ministral-8B-Instruct-2410,B,B,-2.658203125,-0.26708984375,-3.236328125,-2.111328125,True
42,mistralai/Ministral-8B-Instruct-2410,C,C,-3.60546875,-3.96484375,-0.0751953125,-3.73046875,True
42,mistralai/Ministral-8B-Instruct-2410,D,D,-4.0546875,-4.7578125,-4.8671875,-0.037384033203125,True
43,mistralai/Ministral-8B-Instruct-2410,A,A,-0.53466796875,-4.22265625,-4.22265625,-0.97216796875,True
43,mistralai/Ministral-8B-Instruct-2410,B,B,-3.45703125,-0.4873046875,-4.22265625,-1.0966796875,True
43,mistralai/Ministral-8B-Instruct-2410,C,C,-1.5263671875,-3.322265625,-0.5732421875,-1.7451171875,True
43,mistralai/Ministral-8B-Instruct-2410,D,D,-1.5341796875,-1.0498046875,-3.501953125,-0.9248046875,True
44,mistralai/Ministral-8B-Instruct-2410,A,A,-0.22265625,-2.61328125,-3.33203125,-2.44140625,True
44,mistralai/Ministral-8B-Instruct-2410,B,B,-1.884765625,-0.2286376953125,-3.869140625,-3.572265625,True
44,mistralai/Ministral-8B-Instruct-2410,C,C,-2.431640625,-2.384765625,-0.2294921875,-3.806640625,True
44,mistralai/Ministral-8B-Instruct-2410,D,D,-1.833984375,-3.302734375,-3.287109375,-0.27197265625,True
45,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0311126708984375,-5.0625,-4.6875,-4.4375,True
45,mistralai/Ministral-8B-Instruct-2410,B,B,-4.75,-0.02935791015625,-4.875,-4.671875,True
45,mistralai/Ministral-8B-Instruct-2410,C,C,-4.65625,-4.625,-0.031829833984375,-4.59375,True
45,mistralai/Ministral-8B-Instruct-2410,D,D,-3.302734375,-4.1953125,-4.5078125,-0.06884765625,True
46,mistralai/Ministral-8B-Instruct-2410,A,A,-0.45947265625,-1.443359375,-2.521484375,-3.052734375,True
46,mistralai/Ministral-8B-Instruct-2410,B,A,-0.8154296875,-1.5810546875,-1.7841796875,-1.7216796875,False
46,mistralai/Ministral-8B-Instruct-2410,C,C,-1.177734375,-1.505859375,-1.162109375,-1.880859375,True
46,mistralai/Ministral-8B-Instruct-2410,D,B,-1.814453125,-0.517578125,-2.548828125,-1.876953125,False
47,mistralai/Ministral-8B-Instruct-2410,A,A,-0.115966796875,-3.615234375,-3.162109375,-3.318359375,True
47,mistralai/Ministral-8B-Instruct-2410,B,B,-4.19921875,-0.058868408203125,-4.21484375,-3.77734375,True
47,mistralai/Ministral-8B-Instruct-2410,C,C,-4.0390625,-4.2265625,-0.054595947265625,-4.1015625,True
47,mistralai/Ministral-8B-Instruct-2410,D,D,-2.95703125,-3.61328125,-3.03515625,-0.1436767578125,True
48,mistralai/Ministral-8B-Instruct-2410,A,C,-1.3134765625,-1.3291015625,-1.1103515625,-2.296875,False
48,mistralai/Ministral-8B-Instruct-2410,B,A,-0.92236328125,-1.40625,-2.015625,-1.671875,False
48,mistralai/Ministral-8B-Instruct-2410,C,C,-1.6328125,-2.2109375,-0.71142578125,-1.7578125,True
48,mistralai/Ministral-8B-Instruct-2410,D,D,-1.283203125,-2.767578125,-1.205078125,-1.095703125,True
49,mistralai/Ministral-8B-Instruct-2410,A,A,-0.65869140625,-0.93994140625,-2.876953125,-3.423828125,True
49,mistralai/Ministral-8B-Instruct-2410,B,B,-1.37109375,-0.370849609375,-3.51171875,-3.76171875,True
49,mistralai/Ministral-8B-Instruct-2410,C,C,-2.4765625,-3.3046875,-0.46142578125,-1.3984375,True
49,mistralai/Ministral-8B-Instruct-2410,D,D,-1.4833984375,-3.046875,-3.078125,-0.389892578125,True
50,mistralai/Ministral-8B-Instruct-2410,A,A,-0.86181640625,-1.564453125,-2.267578125,-1.345703125,True
50,mistralai/Ministral-8B-Instruct-2410,B,B,-1.6220703125,-0.7001953125,-2.701171875,-1.4501953125,True
50,mistralai/Ministral-8B-Instruct-2410,C,C,-1.7529296875,-2.111328125,-0.54931640625,-2.080078125,True
50,mistralai/Ministral-8B-Instruct-2410,D,D,-1.556640625,-1.619140625,-1.619140625,-0.94677734375,True
51,mistralai/Ministral-8B-Instruct-2410,A,B,-2.515625,-0.2037353515625,-2.828125,-3.296875,False
51,mistralai/Ministral-8B-Instruct-2410,B,C,-1.921875,-2.203125,-0.40625,-2.65625,False
51,mistralai/Ministral-8B-Instruct-2410,C,A,-0.7802734375,-1.2177734375,-1.9521484375,-2.34375,False
51,mistralai/Ministral-8B-Instruct-2410,D,A,-0.416259765625,-1.884765625,-2.681640625,-2.181640625,False
52,mistralai/Ministral-8B-Instruct-2410,A,A,-0.016693115234375,-4.875,-5.234375,-6.234375,True
52,mistralai/Ministral-8B-Instruct-2410,B,B,-5.8125,-0.0609130859375,-5.3125,-3.029296875,True
52,mistralai/Ministral-8B-Instruct-2410,C,C,-5.2421875,-3.240234375,-0.053466796875,-5.0546875,True
52,mistralai/Ministral-8B-Instruct-2410,D,D,-4.578125,-4.671875,-1.9853515625,-0.173095703125,True
53,mistralai/Ministral-8B-Instruct-2410,A,A,-0.3388671875,-4.57421875,-4.55859375,-1.3388671875,True
53,mistralai/Ministral-8B-Instruct-2410,B,B,-4.546875,-0.63916015625,-5.6328125,-0.79541015625,True
53,mistralai/Ministral-8B-Instruct-2410,C,C,-4.8203125,-5.2421875,-0.16455078125,-2.0078125,True
53,mistralai/Ministral-8B-Instruct-2410,D,D,-4.54296875,-2.35546875,-5.85546875,-0.12017822265625,True
54,mistralai/Ministral-8B-Instruct-2410,A,A,-0.6279296875,-1.6748046875,-2.564453125,-1.6279296875,True
54,mistralai/Ministral-8B-Instruct-2410,B,B,-2.81640625,-0.2685546875,-2.30078125,-2.66015625,True
54,mistralai/Ministral-8B-Instruct-2410,C,C,-2.416015625,-3.556640625,-0.166259765625,-3.447265625,True
54,mistralai/Ministral-8B-Instruct-2410,D,D,-3.30859375,-4.24609375,-3.52734375,-0.08953857421875,True
55,mistralai/Ministral-8B-Instruct-2410,A,A,-0.8583984375,-0.8740234375,-2.8125,-2.34375,True
55,mistralai/Ministral-8B-Instruct-2410,B,B,-0.83154296875,-0.70654296875,-3.09765625,-3.73828125,True
55,mistralai/Ministral-8B-Instruct-2410,C,C,-2.482421875,-2.091796875,-0.294677734375,-3.091796875,True
55,mistralai/Ministral-8B-Instruct-2410,D,D,-1.1650390625,-2.541015625,-1.4462890625,-0.9931640625,True
56,mistralai/Ministral-8B-Instruct-2410,A,A,-0.033721923828125,-4.33203125,-4.73828125,-4.69140625,True
56,mistralai/Ministral-8B-Instruct-2410,B,B,-5.60546875,-0.0267791748046875,-4.87109375,-4.43359375,True
56,mistralai/Ministral-8B-Instruct-2410,C,C,-5.27734375,-5.83984375,-0.0113525390625,-6.46484375,True
56,mistralai/Ministral-8B-Instruct-2410,D,D,-4.51953125,-4.06640625,-5.89453125,-0.034332275390625,True
57,mistralai/Ministral-8B-Instruct-2410,A,B,-2.02734375,-0.80908203125,-1.80859375,-1.37109375,False
57,mistralai/Ministral-8B-Instruct-2410,B,D,-2.791015625,-1.6806640625,-2.900390625,-0.3681640625,False
57,mistralai/Ministral-8B-Instruct-2410,C,B,-2.958984375,-0.6611328125,-1.2705078125,-1.9267578125,False
57,mistralai/Ministral-8B-Instruct-2410,D,D,-1.330078125,-2.314453125,-2.251953125,-0.64306640625,True
58,mistralai/Ministral-8B-Instruct-2410,A,A,-0.40771484375,-2.470703125,-1.689453125,-2.783203125,True
58,mistralai/Ministral-8B-Instruct-2410,B,B,-1.5390625,-0.5234375,-2.3203125,-2.4296875,True
58,mistralai/Ministral-8B-Instruct-2410,C,C,-2.181640625,-2.462890625,-0.275634765625,-3.259765625,True
58,mistralai/Ministral-8B-Instruct-2410,D,D,-2.271484375,-2.427734375,-3.208984375,-0.271484375,True
59,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2301025390625,-1.83984375,-3.68359375,-3.99609375,True
59,mistralai/Ministral-8B-Instruct-2410,B,B,-3.037109375,-0.084228515625,-3.912109375,-4.6953125,True
59,mistralai/Ministral-8B-Instruct-2410,C,C,-3.5625,-1.875,-0.234375,-3.734375,True
59,mistralai/Ministral-8B-Instruct-2410,D,D,-1.3759765625,-2.984375,-2.859375,-0.4541015625,True
60,mistralai/Ministral-8B-Instruct-2410,A,A,-0.09857177734375,-3.33203125,-3.37890625,-3.81640625,True
60,mistralai/Ministral-8B-Instruct-2410,B,B,-4.19921875,-0.059783935546875,-4.51171875,-3.591796875,True
60,mistralai/Ministral-8B-Instruct-2410,C,C,-4.40625,-3.982421875,-0.06121826171875,-3.654296875,True
60,mistralai/Ministral-8B-Instruct-2410,D,D,-3.14453125,-4.28515625,-4.11328125,-0.08203125,True
61,mistralai/Ministral-8B-Instruct-2410,A,A,-0.34765625,-1.59765625,-3.91015625,-2.70703125,True
61,mistralai/Ministral-8B-Instruct-2410,B,B,-2.12109375,-0.57470703125,-3.48046875,-1.2626953125,True
61,mistralai/Ministral-8B-Instruct-2410,C,C,-1.3662109375,-3.333984375,-0.412841796875,-3.099609375,True
61,mistralai/Ministral-8B-Instruct-2410,D,B,-2.419921875,-0.67041015625,-2.404296875,-1.185546875,False
62,mistralai/Ministral-8B-Instruct-2410,A,D,-3.123046875,-3.294921875,-1.560546875,-0.357421875,False
62,mistralai/Ministral-8B-Instruct-2410,B,C,-2.416015625,-4.10546875,-0.1505126953125,-3.603515625,False
62,mistralai/Ministral-8B-Instruct-2410,C,A,-0.164794921875,-3.2890625,-2.8359375,-3.1328125,False
62,mistralai/Ministral-8B-Instruct-2410,D,A,-0.1300048828125,-3.068359375,-3.005859375,-4.23828125,False
63,mistralai/Ministral-8B-Instruct-2410,A,A,-0.5244140625,-2.447265625,-1.2275390625,-3.650390625,True
63,mistralai/Ministral-8B-Instruct-2410,B,B,-2.125,-0.421875,-1.75,-3.03125,True
63,mistralai/Ministral-8B-Instruct-2410,C,B,-2.341796875,-0.951171875,-1.013671875,-1.888671875,False
63,mistralai/Ministral-8B-Instruct-2410,D,C,-2.189453125,-2.845703125,-0.845703125,-0.923828125,False
64,mistralai/Ministral-8B-Instruct-2410,A,A,-0.09405517578125,-2.546875,-5.671875,-5.015625,True
64,mistralai/Ministral-8B-Instruct-2410,B,B,-4.953125,-0.3740234375,-1.2177734375,-4.921875,True
64,mistralai/Ministral-8B-Instruct-2410,C,C,-5.5546875,-4.1796875,-0.023162841796875,-6.0234375,True
64,mistralai/Ministral-8B-Instruct-2410,D,D,-3.361328125,-4.70703125,-6.50390625,-0.0491943359375,True
65,mistralai/Ministral-8B-Instruct-2410,A,A,-0.01560211181640625,-4.84375,-5.453125,-6.796875,True
65,mistralai/Ministral-8B-Instruct-2410,B,B,-6.0703125,-0.013763427734375,-5.5859375,-6.1171875,True
65,mistralai/Ministral-8B-Instruct-2410,C,C,-5.953125,-6.3828125,-0.00856781005859375,-6.5078125,True
65,mistralai/Ministral-8B-Instruct-2410,D,D,-5.125,-6.1171875,-6.359375,-0.01473236083984375,True
66,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2998046875,-2.095703125,-2.892578125,-3.095703125,True
66,mistralai/Ministral-8B-Instruct-2410,B,B,-3.0078125,-0.273681640625,-2.2421875,-3.0859375,True
66,mistralai/Ministral-8B-Instruct-2410,C,C,-2.244140625,-2.603515625,-0.337646484375,-2.634765625,True
66,mistralai/Ministral-8B-Instruct-2410,D,D,-2.611328125,-3.501953125,-2.955078125,-0.205322265625,True
67,mistralai/Ministral-8B-Instruct-2410,A,A,-0.039306640625,-4.1484375,-5.0859375,-4.2890625,True
67,mistralai/Ministral-8B-Instruct-2410,B,B,-5.1015625,-0.0229339599609375,-5.390625,-4.8203125,True
67,mistralai/Ministral-8B-Instruct-2410,C,C,-4.3125,-4.578125,-0.032867431640625,-5.09375,True
67,mistralai/Ministral-8B-Instruct-2410,D,D,-3.66015625,-4.53515625,-4.70703125,-0.05084228515625,True
68,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2005615234375,-2.544921875,-2.935546875,-3.060546875,True
68,mistralai/Ministral-8B-Instruct-2410,B,B,-3.5078125,-0.2734375,-2.3203125,-2.2265625,True
68,mistralai/Ministral-8B-Instruct-2410,C,C,-3.466796875,-2.951171875,-0.170654296875,-2.654296875,True
68,mistralai/Ministral-8B-Instruct-2410,D,D,-3.6484375,-3.6796875,-4.3046875,-0.07098388671875,True
69,mistralai/Ministral-8B-Instruct-2410,A,D,-2.794921875,-1.0615234375,-2.998046875,-0.62353515625,False
69,mistralai/Ministral-8B-Instruct-2410,B,D,-0.86376953125,-3.51953125,-2.45703125,-0.78564453125,False
69,mistralai/Ministral-8B-Instruct-2410,C,A,-0.24658203125,-2.27734375,-2.87109375,-2.94921875,False
69,mistralai/Ministral-8B-Instruct-2410,D,C,-1.421875,-3.15625,-0.375,-3.71875,False
70,mistralai/Ministral-8B-Instruct-2410,A,A,-0.65966796875,-1.1279296875,-2.97265625,-2.25390625,True
70,mistralai/Ministral-8B-Instruct-2410,B,B,-2.703125,-0.264892578125,-2.5,-2.515625,True
70,mistralai/Ministral-8B-Instruct-2410,C,C,-2.734375,-1.8740234375,-0.389892578125,-2.28125,True
70,mistralai/Ministral-8B-Instruct-2410,D,D,-2.71484375,-3.16796875,-3.52734375,-0.1514892578125,True
71,mistralai/Ministral-8B-Instruct-2410,A,A,-0.69873046875,-1.3544921875,-2.85546875,-1.6982421875,True
71,mistralai/Ministral-8B-Instruct-2410,B,C,-2.3046875,-1.7265625,-0.8046875,-1.3046875,False
71,mistralai/Ministral-8B-Instruct-2410,C,C,-1.4169921875,-2.806640625,-0.46337890625,-2.728515625,True
71,mistralai/Ministral-8B-Instruct-2410,D,D,-1.2470703125,-2.35546875,-1.6689453125,-0.85595703125,True
72,mistralai/Ministral-8B-Instruct-2410,A,B,-1.681640625,-0.791015625,-2.041015625,-1.509765625,False
72,mistralai/Ministral-8B-Instruct-2410,B,A,-0.95556640625,-1.4873046875,-2.001953125,-1.3935546875,False
72,mistralai/Ministral-8B-Instruct-2410,C,B,-1.2275390625,-1.0712890625,-1.9931640625,-1.5087890625,False
72,mistralai/Ministral-8B-Instruct-2410,D,A,-0.8857421875,-1.3857421875,-1.8232421875,-1.7763671875,False
73,mistralai/Ministral-8B-Instruct-2410,A,D,-1.455078125,-1.611328125,-2.798828125,-0.68994140625,False
73,mistralai/Ministral-8B-Instruct-2410,B,B,-1.90625,-0.4375,-1.78125,-3.421875,True
73,mistralai/Ministral-8B-Instruct-2410,C,C,-1.8984375,-1.2734375,-0.66455078125,-2.9609375,True
73,mistralai/Ministral-8B-Instruct-2410,D,D,-1.41796875,-1.46484375,-2.10546875,-0.91796875,True
74,mistralai/Ministral-8B-Instruct-2410,A,A,-0.11187744140625,-3.501953125,-4.01953125,-3.001953125,True
74,mistralai/Ministral-8B-Instruct-2410,B,B,-2.333984375,-0.33447265625,-3.083984375,-1.9912109375,True
74,mistralai/Ministral-8B-Instruct-2410,C,C,-2.4140625,-2.1484375,-0.41357421875,-2.0546875,True
74,mistralai/Ministral-8B-Instruct-2410,D,D,-2.466796875,-2.263671875,-2.341796875,-0.341552734375,True
75,mistralai/Ministral-8B-Instruct-2410,A,D,-1.1630859375,-2.115234375,-1.4912109375,-1.1474609375,False
75,mistralai/Ministral-8B-Instruct-2410,B,B,-2.1953125,-1.0068359375,-1.8974609375,-1.0849609375,True
75,mistralai/Ministral-8B-Instruct-2410,C,C,-2.21875,-2.09375,-0.374267578125,-2.96875,True
75,mistralai/Ministral-8B-Instruct-2410,D,D,-2.328125,-3.09375,-1.875,-0.39013671875,True
76,mistralai/Ministral-8B-Instruct-2410,A,B,-1.654296875,-0.341552734375,-3.544921875,-2.716796875,False
76,mistralai/Ministral-8B-Instruct-2410,B,D,-1.1142578125,-1.5205078125,-2.474609375,-1.0048828125,False
76,mistralai/Ministral-8B-Instruct-2410,C,D,-1.154296875,-1.716796875,-2.638671875,-0.84228515625,False
76,mistralai/Ministral-8B-Instruct-2410,D,A,-0.2261962890625,-2.7890625,-3.1171875,-2.3671875,False
77,mistralai/Ministral-8B-Instruct-2410,A,A,-0.31787109375,-3.552734375,-4.91015625,-1.4736328125,True
77,mistralai/Ministral-8B-Instruct-2410,B,B,-4.51953125,-0.035125732421875,-4.20703125,-5.28515625,True
77,mistralai/Ministral-8B-Instruct-2410,C,C,-4.1875,-4.390625,-0.094970703125,-2.814453125,True
77,mistralai/Ministral-8B-Instruct-2410,D,D,-3.60546875,-2.99609375,-6.31640625,-0.0889892578125,True
78,mistralai/Ministral-8B-Instruct-2410,A,A,-0.58544921875,-1.7890625,-2.5234375,-1.6640625,True
78,mistralai/Ministral-8B-Instruct-2410,B,B,-2.865234375,-0.1614990234375,-3.177734375,-3.083984375,True
78,mistralai/Ministral-8B-Instruct-2410,C,C,-2.82421875,-2.21484375,-0.2144775390625,-3.88671875,True
78,mistralai/Ministral-8B-Instruct-2410,D,D,-1.9736328125,-2.427734375,-3.615234375,-0.302001953125,True
79,mistralai/Ministral-8B-Instruct-2410,A,A,-0.61474609375,-2.208984375,-1.2861328125,-2.724609375,True
79,mistralai/Ministral-8B-Instruct-2410,B,B,-4.14453125,-0.11456298828125,-2.646484375,-4.06640625,True
79,mistralai/Ministral-8B-Instruct-2410,C,C,-2.783203125,-3.626953125,-0.1260986328125,-3.689453125,True
79,mistralai/Ministral-8B-Instruct-2410,D,D,-3.576171875,-4.18359375,-3.701171875,-0.07574462890625,True
80,mistralai/Ministral-8B-Instruct-2410,A,B,-5.5625,-0.0173187255859375,-5.515625,-5.234375,False
80,mistralai/Ministral-8B-Instruct-2410,B,C,-5.4375,-5.375,-0.0158233642578125,-5.46875,False
80,mistralai/Ministral-8B-Instruct-2410,C,B,-5.36328125,-0.0204925537109375,-5.11328125,-5.12890625,False
80,mistralai/Ministral-8B-Instruct-2410,D,A,-0.1258544921875,-4.21875,-2.78125,-3.28125,False
81,mistralai/Ministral-8B-Instruct-2410,A,A,-0.42724609375,-3.302734375,-3.818359375,-3.474609375,True
81,mistralai/Ministral-8B-Instruct-2410,B,B,-2.6328125,-0.421142578125,-2.671875,-2.4609375,True
81,mistralai/Ministral-8B-Instruct-2410,C,C,-2.259765625,-2.853515625,-0.47802734375,-3.048828125,True
81,mistralai/Ministral-8B-Instruct-2410,D,D,-2.056640625,-2.548828125,-2.517578125,-0.6650390625,True
82,mistralai/Ministral-8B-Instruct-2410,A,B,-2.884765625,-0.493408203125,-2.056640625,-1.6025390625,False
82,mistralai/Ministral-8B-Instruct-2410,B,A,-0.227294921875,-3.3984375,-2.3515625,-2.6640625,False
82,mistralai/Ministral-8B-Instruct-2410,C,A,-0.1993408203125,-3.29296875,-3.57421875,-2.19921875,False
82,mistralai/Ministral-8B-Instruct-2410,D,C,-0.80224609375,-2.958984375,-0.73974609375,-4.01953125,False
83,mistralai/Ministral-8B-Instruct-2410,A,C,-1.3916015625,-1.6728515625,-0.95361328125,-1.9072265625,False
83,mistralai/Ministral-8B-Instruct-2410,B,B,-2.630859375,-0.64697265625,-1.349609375,-2.146484375,True
83,mistralai/Ministral-8B-Instruct-2410,C,C,-2.365234375,-2.115234375,-0.396484375,-2.349609375,True
83,mistralai/Ministral-8B-Instruct-2410,D,D,-1.986328125,-1.939453125,-2.392578125,-0.50146484375,True
84,mistralai/Ministral-8B-Instruct-2410,A,B,-2.69921875,-0.1685791015625,-2.62109375,-4.44921875,False
84,mistralai/Ministral-8B-Instruct-2410,B,D,-3.408203125,-3.033203125,-3.986328125,-0.1104736328125,False
84,mistralai/Ministral-8B-Instruct-2410,C,B,-3.775390625,-0.619140625,-0.869140625,-4.1171875,False
84,mistralai/Ministral-8B-Instruct-2410,D,B,-3.546875,-0.5009765625,-3.796875,-1.0947265625,False
85,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1636962890625,-2.7734375,-2.8984375,-3.5546875,True
85,mistralai/Ministral-8B-Instruct-2410,B,B,-5.07421875,-0.03515625,-4.28515625,-4.62890625,True
85,mistralai/Ministral-8B-Instruct-2410,C,C,-3.162109375,-4.5078125,-0.0684814453125,-4.6328125,True
85,mistralai/Ministral-8B-Instruct-2410,D,D,-4.203125,-4.96875,-4.0625,-0.04541015625,True
86,mistralai/Ministral-8B-Instruct-2410,A,B,-3.25390625,-0.25439453125,-2.22265625,-2.59765625,False
86,mistralai/Ministral-8B-Instruct-2410,B,C,-1.3642578125,-2.06640625,-0.6142578125,-2.59765625,False
86,mistralai/Ministral-8B-Instruct-2410,C,A,-0.6767578125,-1.8798828125,-1.8173828125,-1.7548828125,False
86,mistralai/Ministral-8B-Instruct-2410,D,A,-0.796875,-2.328125,-1.609375,-1.390625,False
87,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0535888671875,-4.0859375,-3.927734375,-4.3515625,True
87,mistralai/Ministral-8B-Instruct-2410,B,B,-3.181640625,-0.08709716796875,-4.1171875,-3.916015625,True
87,mistralai/Ministral-8B-Instruct-2410,C,C,-3.423828125,-3.486328125,-0.0797119140625,-4.578125,True
87,mistralai/Ministral-8B-Instruct-2410,D,D,-3.185546875,-3.982421875,-4.734375,-0.07623291015625,True
88,mistralai/Ministral-8B-Instruct-2410,A,A,-1.0185546875,-1.5029296875,-1.0810546875,-2.61328125,True
